,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
1004,"[-0.08892778  0.22509499  0.02363269  0.09042455 -0.07986    -0.2231555
  0.3058058   0.51518416 -0.24628478  0.02921625 -0.11664477 -0.35139143
 -0.02735568  0.05086908 -0.03003551 -0.34410056  0.06057363 -0.40490153
 -0.04739565 -0.43432674  0.20482598  0.04931946  0.04780314 -0.0526655
 -0.31052107  0.01323684 -0.02871836 -0.146015   -0.24681912  0.03114582
  0.12827712  0.05616059  0.13926181 -0.12137365 -0.10669902  0.3874636
  0.13968672 -0.26215059 -0.15949555 -0.54730254 -0.06803422 -0.18802424
 -0.1755264  -0.02815704  0.29118261 -0.10981815  0.14009917 -0.01589954
 -0.01857851  0.0843625   0.12525584 -0.13286096 -0.17314595  0.10973691
 -0.21149163  0.0744428   0.10487058 -0.13145137 -0.20683436 -0.12206781
  0.13835548  0.08341669  0.09113159 -0.21381408 -0.3437151   0.23051888
  0.13713156  0.41757777 -0.4895303   0.30773881 -0.121454    0.12221418
  0.15914169  0.05008808  0.25529721  0.14299175 -0.11734078  0.01591048
 -0.16242565  0.09225612 -0.10582046 -0.08137616 -0.23302704  0.36104324
  0.02746663  0.08226895  0.06452255  0.24144997  0.25269854  0.09131524
  0.23508906  0.09819908  0.00386859  0.05128611  0.49298611  0.1345111
  0.10876019 -0.11453433  0.0568242  -0.20690164]",2023-08-18,2,99,1,1,0
1005,"[-0.07438634  0.19805607  0.02412843  0.07660179 -0.06503238 -0.19215634
  0.26331493  0.44880956 -0.216195    0.02775078 -0.1033625  -0.30115196
 -0.02377411  0.04303049 -0.02407429 -0.29830652  0.04904509 -0.3486608
 -0.04512383 -0.38174507  0.17359425  0.03844598  0.0400156  -0.04951801
 -0.26752409  0.01030014 -0.02304448 -0.12668738 -0.21325076  0.02444905
  0.10983834  0.04184189  0.11701695 -0.10512041 -0.09213407  0.33497173
  0.12189763 -0.22980258 -0.13609572 -0.47715196 -0.06310776 -0.16491266
 -0.15464354 -0.02178005  0.24907787 -0.0940994   0.12310193 -0.01460272
 -0.01620648  0.07286662  0.10880853 -0.11712943 -0.15124463  0.09580648
 -0.18088695  0.0646595   0.08753198 -0.1116714  -0.17941514 -0.10794504
  0.12044574  0.06927355  0.07582986 -0.18149135 -0.29373428  0.20566551
  0.12248012  0.36043772 -0.42820421  0.26419997 -0.10983188  0.10926754
  0.13675141  0.04214546  0.21849588  0.1291018  -0.10413992  0.01952163
 -0.13879986  0.08238252 -0.08858988 -0.06931163 -0.20524013  0.31273198
  0.02543419  0.07055038  0.05249499  0.20999335  0.21834247  0.07888373
  0.20411137  0.08343699  0.00301649  0.03991754  0.43013105  0.1120617
  0.09419022 -0.10026891  0.04722655 -0.18277632]",2024-08-08,5,72,0,1,0
1006,"[-7.07020015e-02  1.90799221e-01  1.97536591e-02  7.77432919e-02
 -6.39140904e-02 -1.87257901e-01  2.58160114e-01  4.31502074e-01
 -2.08713651e-01  2.46107746e-02 -9.81973633e-02 -2.93009549e-01
 -2.10412592e-02  4.55922894e-02 -2.30686069e-02 -2.86288530e-01
  5.16245998e-02 -3.38827848e-01 -3.95496450e-02 -3.63344640e-01
  1.68959364e-01  4.11937125e-02  3.64929065e-02 -4.58864085e-02
 -2.60169744e-01  8.88850633e-03 -2.18055788e-02 -1.25641018e-01
 -2.06355691e-01  2.53705606e-02  1.08424723e-01  4.34848368e-02
  1.18097238e-01 -9.83735919e-02 -8.78716037e-02  3.24441761e-01
  1.16771221e-01 -2.22403765e-01 -1.36391476e-01 -4.59706634e-01
 -5.65651990e-02 -1.62603781e-01 -1.47396371e-01 -2.33079176e-02
  2.41373301e-01 -8.94847289e-02  1.17869616e-01 -1.46778151e-02
 -1.93463694e-02  7.05061182e-02  1.07122041e-01 -1.12207271e-01
 -1.43540725e-01  9.48079601e-02 -1.78496733e-01  6.07625060e-02
  8.24180171e-02 -1.13514312e-01 -1.73623443e-01 -1.04835324e-01
  1.17449619e-01  6.83138147e-02  7.42648020e-02 -1.80986807e-01
 -2.91090965e-01  1.93880677e-01  1.16335891e-01  3.49720985e-01
 -4.09743309e-01  2.56606907e-01 -1.04733050e-01  1.02677844e-01
  1.35291621e-01  4.20538150e-02  2.11700633e-01  1.24056019e-01
 -9.94635597e-02  1.52143007e-02 -1.34578034e-01  7.85905123e-02
 -8.83466229e-02 -6.93632066e-02 -1.96708009e-01  3.02588195e-01
  2.28080731e-02  6.55086786e-02  5.49085923e-02  2.04179585e-01
  2.14247838e-01  7.65885785e-02  1.91735670e-01  8.24954733e-02
  3.60198464e-04  3.92497331e-02  4.13387507e-01  1.11767739e-01
  9.11858082e-02 -9.82830524e-02  5.29610477e-02 -1.77037597e-01]",2023-10-27,1,60,1,1,0
1007,"[-0.07949874  0.20319769  0.0221979   0.08109445 -0.07161613 -0.20529532
  0.27527153  0.46273789 -0.2196202   0.02985452 -0.10517515 -0.31328675
 -0.02541292  0.04553583 -0.02530602 -0.30804563  0.05144651 -0.36089861
 -0.04185112 -0.38853437  0.18191367  0.04429718  0.04349616 -0.05054333
 -0.27424273  0.01119395 -0.02687092 -0.13024858 -0.21795496  0.02324044
  0.11581036  0.04866359  0.1246197  -0.10723194 -0.09049515  0.3479746
  0.12549631 -0.23630302 -0.14190775 -0.49068317 -0.05996881 -0.17053652
 -0.15829267 -0.02566735  0.25996393 -0.0945708   0.12485546 -0.01500256
 -0.0144795   0.07602476  0.11342721 -0.11814679 -0.15547092  0.1012926
 -0.18683894  0.06710263  0.09350251 -0.11900921 -0.1834016  -0.10942074
  0.12444095  0.07598229  0.08043228 -0.19211361 -0.30995506  0.20720223
  0.12289007  0.37384063 -0.44055861  0.2772333  -0.11107101  0.11101067
  0.14648302  0.04578703  0.22837472  0.12945825 -0.10689149  0.01320738
 -0.14312564  0.08289366 -0.09631123 -0.07257839 -0.20969062  0.32350764
  0.02498208  0.07468784  0.05453652  0.21490169  0.22558627  0.08227193
  0.20879254  0.08706292  0.00137293  0.04654678  0.44241372  0.11948979
  0.09713685 -0.09942725  0.04666962 -0.18868032]",2021-11-28,5,244,1,1,0
1008,"[-0.09597566  0.22658187  0.01959558  0.08893482 -0.0753134  -0.21791486
  0.30851391  0.51679176 -0.25035414  0.04020052 -0.12272663 -0.3449733
 -0.03613756  0.05226335 -0.03713777 -0.34807095  0.05338696 -0.39994812
 -0.03993839 -0.43955788  0.20321782  0.04084851  0.05632704 -0.04573223
 -0.31345302  0.01326409 -0.02753873 -0.13901576 -0.25511536  0.02849445
  0.1370981   0.05621808  0.14262286 -0.12892918 -0.09476828  0.38259661
  0.13898431 -0.25959039 -0.15970549 -0.54335666 -0.06535201 -0.19875535
 -0.18726784 -0.01962667  0.29840115 -0.11496716  0.14474009 -0.01654024
 -0.0123061   0.07563775  0.12882844 -0.12850994 -0.16339381  0.10895705
 -0.20947073  0.06701349  0.09434916 -0.14234295 -0.20603155 -0.13235243
  0.14326259  0.07783063  0.09097896 -0.2139561  -0.3469533   0.22681326
  0.14523344  0.42408857 -0.49388924  0.31682834 -0.12919298  0.1305314
  0.15605217  0.05324567  0.25804517  0.15146296 -0.12258524  0.02605739
 -0.15284866  0.08265247 -0.11309184 -0.08916026 -0.23066063  0.3576524
  0.02024362  0.07350246  0.069945    0.24310185  0.24113643  0.08975947
  0.23778026  0.09153565  0.00427647  0.04617598  0.49552739  0.12550797
  0.11552438 -0.10872785  0.05450082 -0.2065922 ]",2024-09-06,5,7,0,1,0
1009,"[-0.08103485  0.20273639  0.02014372  0.08219617 -0.06983761 -0.199366
  0.27841964  0.46500349 -0.22718495  0.02961028 -0.10565679 -0.31486174
 -0.02309057  0.04732802 -0.02680217 -0.31349537  0.05275457 -0.36237001
 -0.04565215 -0.39302313  0.18173029  0.04122758  0.0447426  -0.04989676
 -0.27922887  0.00895163 -0.02164092 -0.12961979 -0.22252493  0.02644898
  0.1174764   0.04821511  0.12673493 -0.10823043 -0.09586227  0.3503834
  0.12948622 -0.23720703 -0.14593694 -0.49567899 -0.0605549  -0.17320806
 -0.16415025 -0.02657977  0.26611617 -0.09646053  0.12907769 -0.01585663
 -0.0178003   0.07267355  0.11424746 -0.12072367 -0.15730491  0.10144856
 -0.19230884  0.06624992  0.09187049 -0.12193265 -0.18714543 -0.11077129
  0.13097213  0.07630204  0.08159836 -0.1971387  -0.31048071  0.20803066
  0.12613559  0.37681687 -0.44322959  0.2782506  -0.11041559  0.11386907
  0.14363185  0.04588886  0.23191954  0.13421431 -0.1056885   0.01782048
 -0.14516686  0.07877804 -0.09348268 -0.07599194 -0.21208867  0.32642356
  0.02385921  0.0740262   0.0593329   0.21524367  0.22673984  0.08499866
  0.2143297   0.08900564  0.00215683  0.04374196  0.44754678  0.12070333
  0.09920537 -0.1034066   0.04986502 -0.19008556]",2024-07-14,5,104,0,1,0
1010,"[-0.09493791  0.22805694  0.02873589  0.08190517 -0.0839044  -0.22949544
  0.31209478  0.51343453 -0.25011766  0.023185   -0.12416061 -0.35477772
 -0.03605106  0.04719264 -0.03256099 -0.34612653  0.05029913 -0.40433484
 -0.04846719 -0.43664888  0.19602406  0.04461018  0.05247241 -0.05186404
 -0.31271082  0.01087448 -0.03092626 -0.15243469 -0.24652359  0.03226869
  0.12892473  0.05431142  0.13579866 -0.12710029 -0.10205443  0.39365461
  0.14059044 -0.25861061 -0.15470256 -0.5495382  -0.06349236 -0.19051701
 -0.17757002 -0.03522802  0.29032156 -0.10431665  0.14049849 -0.01419235
 -0.01151501  0.08684123  0.12164991 -0.13599423 -0.16348194  0.12205297
 -0.21622524  0.0790396   0.10400736 -0.1400926  -0.20509946 -0.12939295
  0.14428437  0.08360638  0.09606408 -0.21765298 -0.33966431  0.2245739
  0.14083838  0.4167186  -0.49184468  0.30702925 -0.11669906  0.12586753
  0.16359159  0.05329158  0.25536793  0.1528357  -0.12330101  0.01620024
 -0.1627893   0.09634222 -0.1060077  -0.08532909 -0.2308729   0.35915828
  0.02782597  0.07331731  0.05440334  0.24840409  0.24577841  0.09032154
  0.2391969   0.10246807 -0.00108813  0.04623213  0.50140303  0.13427436
  0.10609145 -0.1163102   0.05588246 -0.21618526]",2024-09-13,5,6,0,1,0
1011,"[-0.06556205  0.17191218  0.02073535  0.06933971 -0.060087   -0.17586887
  0.24080107  0.40398821 -0.18875177  0.0305139  -0.09195443 -0.27340513
 -0.02112663  0.03541738 -0.02327632 -0.26776305  0.04466075 -0.31260437
 -0.03924785 -0.33996826  0.15952682  0.04109876  0.04082152 -0.04270006
 -0.24084969  0.00999643 -0.02328164 -0.11350904 -0.19263734  0.02208027
  0.09955866  0.04449218  0.11284331 -0.09850395 -0.08515211  0.30472174
  0.10637654 -0.20630708 -0.12725478 -0.42445225 -0.05240216 -0.14861774
 -0.13828067 -0.01670716  0.22931476 -0.08486892  0.10821828 -0.01694079
 -0.01436356  0.0659221   0.09727357 -0.10368552 -0.13621898  0.08921272
 -0.15732071  0.05557368  0.0803894  -0.10177694 -0.15975526 -0.09751977
  0.10377417  0.06549184  0.06795274 -0.16711545 -0.27205315  0.18218957
  0.10613392  0.32079211 -0.38310701  0.23835193 -0.1041904   0.09630423
  0.12712197  0.03994286  0.19667032  0.11828528 -0.08961502  0.01086594
 -0.12829319  0.06969448 -0.08186878 -0.05974596 -0.18405962  0.2787399
  0.01998458  0.06077917  0.04601746  0.18756464  0.19496977  0.07276722
  0.18421432  0.0762967  -0.00097266  0.0392293   0.38333434  0.10618147
  0.08747698 -0.08178537  0.03775376 -0.16708906]",2022-12-09,5,71,1,1,0
1012,"[-0.0882543   0.24128433  0.02755047  0.09483925 -0.08624608 -0.23840065
  0.32352415  0.55394626 -0.26080438  0.03579098 -0.12723272 -0.36943188
 -0.0325899   0.05502482 -0.03400441 -0.36581382  0.06233333 -0.42999634
 -0.052788   -0.4687008   0.2124051   0.05105575  0.04961469 -0.06170412
 -0.33192292  0.01226493 -0.03622191 -0.15545194 -0.25981542  0.03206911
  0.13562541  0.06003891  0.14555375 -0.13024403 -0.11062532  0.41323376
  0.14935605 -0.28398132 -0.16824637 -0.5855239  -0.07188097 -0.20624149
 -0.18762846 -0.03542623  0.31299287 -0.11545054  0.14661752 -0.01830669
 -0.0184402   0.08914045  0.12837388 -0.14403492 -0.18422312  0.120228
 -0.22195345  0.07949474  0.11033454 -0.1412891  -0.2241307  -0.13429169
  0.14810878  0.08768765  0.09601805 -0.227606   -0.36544988  0.24785168
  0.14973232  0.44464028 -0.52673203  0.32905868 -0.13068679  0.13304546
  0.16875255  0.05125585  0.27416924  0.14958985 -0.12917992  0.0215003
 -0.17151777  0.09875158 -0.10719841 -0.08735329 -0.2524702   0.39081725
  0.03029149  0.08367553  0.07097283  0.262611    0.26760787  0.09865236
  0.24905021  0.10440207 -0.00082302  0.05233023  0.52795976  0.14432131
  0.11621334 -0.11872321  0.05897743 -0.21818008]",2023-03-08,5,52,1,1,0
1013,"[-0.08095539  0.21232799  0.01815771  0.08514174 -0.07348301 -0.21558008
  0.29777524  0.49458909 -0.2349349   0.03010791 -0.11270312 -0.33529297
 -0.02622565  0.04709774 -0.0321782  -0.32578489  0.05427678 -0.38621899
 -0.04670402 -0.41182652  0.19570164  0.04633323  0.04892258 -0.05270032
 -0.2936776   0.01100333 -0.03044795 -0.13696833 -0.23674349  0.02413322
  0.12566346  0.05654816  0.13715833 -0.11761354 -0.10047545  0.37394732
  0.13397136 -0.24872644 -0.15724288 -0.522802   -0.06381107 -0.18045661
 -0.17307207 -0.02952363  0.28152153 -0.10134736  0.13353214 -0.01783267
 -0.01433816  0.08413249  0.11786093 -0.12954372 -0.16746226  0.10949483
 -0.19833206  0.07587188  0.0984567  -0.1267544  -0.19595887 -0.11643974
  0.13511243  0.07889991  0.08819065 -0.20036936 -0.33466929  0.2232172
  0.12920645  0.39860401 -0.46782684  0.29882967 -0.11550925  0.11670282
  0.15471843  0.04697657  0.24489231  0.13901494 -0.11559071  0.01502489
 -0.16364887  0.09029619 -0.10170819 -0.08178803 -0.22743189  0.34396708
  0.02419252  0.07748184  0.05974451  0.23324808  0.23613307  0.08734813
  0.22844224  0.091298    0.00169743  0.05118521  0.47215539  0.12806627
  0.10710782 -0.10855214  0.05178564 -0.19956908]",2022-06-21,5,56,1,1,0
1014,"[-0.08827093  0.22939144  0.02490811  0.09181011 -0.08074061 -0.22817373
  0.30711743  0.51391882 -0.2464409   0.03315586 -0.1194343  -0.35158792
 -0.02548942  0.04934617 -0.03065633 -0.34426269  0.05750157 -0.40733948
 -0.0475086  -0.43405077  0.20448409  0.05069185  0.04564629 -0.05399148
 -0.31078595  0.01281101 -0.02839079 -0.14482369 -0.2457546   0.02537073
  0.1278889   0.05382987  0.14221668 -0.11570662 -0.10601044  0.39002585
  0.14046045 -0.26406562 -0.16415577 -0.54703039 -0.06301951 -0.19072802
 -0.17895086 -0.02801874  0.29164597 -0.10587556  0.13996585 -0.01874064
 -0.01722181  0.08165818  0.12554879 -0.13222729 -0.17413373  0.11300617
 -0.20976757  0.07711406  0.10369936 -0.13254142 -0.20575142 -0.12461957
  0.13809612  0.08223191  0.08899299 -0.21577112 -0.33901986  0.22717334
  0.13552478  0.41731417 -0.49211112  0.3073943  -0.12663569  0.12599327
  0.16177832  0.04759511  0.25426194  0.14415745 -0.12038005  0.01595354
 -0.16183163  0.09417383 -0.10849679 -0.07877517 -0.23143037  0.36122823
  0.0273017   0.08144552  0.06143637  0.24139144  0.25181195  0.09196365
  0.23152502  0.09842032 -0.00203116  0.05392929  0.49622735  0.13599588
  0.11028221 -0.11061499  0.05212704 -0.20844577]",2024-07-24,5,86,0,1,0
1015,"[-0.11923133  0.29602641  0.03418336  0.13136962 -0.11147994 -0.30707857
  0.40929446  0.69064367 -0.33217728  0.03792901 -0.14925767 -0.46759653
 -0.0398844   0.07073873 -0.04615775 -0.45326591  0.07960051 -0.54317117
 -0.06464542 -0.58505958  0.27309507  0.07100555  0.06431425 -0.07478818
 -0.40415555  0.01313808 -0.04352564 -0.18488711 -0.33055288  0.03192319
  0.17251773  0.07287201  0.19196573 -0.15755922 -0.1438016   0.51700205
  0.19430467 -0.34938049 -0.21065387 -0.72268337 -0.09038578 -0.24922821
 -0.24259393 -0.0430759   0.38619933 -0.1409536   0.18101037 -0.01466682
 -0.01650681  0.11929436  0.16282862 -0.16892031 -0.23245296  0.15508017
 -0.27059704  0.09247715  0.13900217 -0.18067983 -0.27173877 -0.15944505
  0.1822086   0.11687741  0.12201533 -0.2886799  -0.45907214  0.30362776
  0.17726676  0.54859549 -0.6504811   0.40727854 -0.16057009  0.17265998
  0.20766887  0.0534441   0.34159887  0.18884027 -0.15437491  0.02081589
 -0.21073806  0.11751565 -0.14078264 -0.1072077  -0.30757821  0.48621839
  0.03371571  0.10632679  0.08131673  0.31913635  0.33514839  0.13086796
  0.30696627  0.1340248   0.00441218  0.07233545  0.6640504   0.17782101
  0.13574019 -0.15096268  0.0760387  -0.27071658]",2024-09-23,3,13,0,1,0
1016,"[-0.0915589   0.2343785   0.02331457  0.09584361 -0.08437479 -0.22742756
  0.30835757  0.5245406  -0.25237197  0.03165917 -0.12104887 -0.35077628
 -0.02723174  0.04894818 -0.03119208 -0.35016707  0.05840579 -0.41563869
 -0.05092102 -0.4420622   0.20167719  0.05062919  0.04858399 -0.05734998
 -0.31368652  0.0127981  -0.03267417 -0.14675985 -0.24878359  0.02794989
  0.13077627  0.05604293  0.14081489 -0.12346752 -0.10667489  0.39403552
  0.14059986 -0.26562932 -0.16394833 -0.55992371 -0.06785949 -0.19583897
 -0.17988499 -0.02601403  0.29451498 -0.11100248  0.14541338 -0.01746719
 -0.01600861  0.08396006  0.12928431 -0.13235579 -0.17763315  0.1109916
 -0.21731193  0.07578129  0.10633321 -0.13424952 -0.20977207 -0.12587713
  0.14499004  0.08842181  0.09247225 -0.21727575 -0.35199937  0.23697878
  0.14032039  0.42566225 -0.49989715  0.31573153 -0.12331706  0.13081768
  0.16474719  0.05182251  0.26343849  0.15001436 -0.1236806   0.01896202
 -0.16209139  0.09288508 -0.10418921 -0.08386016 -0.23757921  0.36792722
  0.02900266  0.08284066  0.06280257  0.24181871  0.25782368  0.09549391
  0.23787761  0.10069065  0.00134856  0.0536566   0.50421482  0.13579889
  0.10830347 -0.11584777  0.05171942 -0.21214226]",2024-07-24,5,87,0,1,0
1017,"[-0.07347786  0.19215378  0.02129693  0.07667878 -0.07046038 -0.19622979
  0.26573727  0.44432983 -0.21266416  0.02720583 -0.10175826 -0.30139336
 -0.02212756  0.04272838 -0.02505536 -0.29439113  0.05177715 -0.34873146
 -0.03971279 -0.37401548  0.17943247  0.04355687  0.04171641 -0.05263068
 -0.26711893  0.00999758 -0.02616257 -0.12484373 -0.20960993  0.02251857
  0.11320264  0.04409228  0.11858507 -0.104798   -0.08677663  0.33271885
  0.12084394 -0.22117546 -0.13654406 -0.46774641 -0.05474034 -0.16312371
 -0.15123431 -0.02168222  0.24681115 -0.09516444  0.11739157 -0.01518438
 -0.01105942  0.06957737  0.11048643 -0.11387548 -0.1457348   0.09709001
 -0.17455278  0.0661061   0.09059503 -0.11086208 -0.17479688 -0.10251542
  0.11798503  0.06936478  0.07705845 -0.18542612 -0.29440433  0.19442388
  0.1141405   0.3544842  -0.41841733  0.26058993 -0.10542658  0.10491054
  0.13399772  0.04255813  0.22134069  0.12488306 -0.09902222  0.01565018
 -0.14131667  0.08196183 -0.09409254 -0.06207059 -0.20160204  0.30822557
  0.01888779  0.06716266  0.05231442  0.20752379  0.21562104  0.08152211
  0.20489198  0.08587593 -0.00060234  0.04300858  0.42241272  0.11532354
  0.09661836 -0.0970645   0.04809238 -0.17785907]",2022-04-04,5,84,1,1,0
1018,"[-0.10975857  0.28355345  0.03034754  0.1145581  -0.10170604 -0.2821447
  0.38594019  0.64787489 -0.30631033  0.03874925 -0.14543408 -0.43836808
 -0.03116998  0.06312592 -0.03963443 -0.43344176  0.07264227 -0.50812292
 -0.06026361 -0.54288113  0.25504622  0.06190953  0.06029557 -0.06756752
 -0.38940248  0.01483094 -0.03356892 -0.18285351 -0.3084417   0.03497294
  0.15963849  0.06802703  0.17623372 -0.15068966 -0.13302125  0.49015993
  0.17686155 -0.33318016 -0.2025346  -0.68374473 -0.08375134 -0.23544283
 -0.22363639 -0.03703636  0.36545205 -0.13411009  0.17718604 -0.02241523
 -0.02220277  0.1065508   0.15522587 -0.16869247 -0.21915968  0.13887526
 -0.26149443  0.09517379  0.13005741 -0.16690008 -0.25592732 -0.15633625
  0.1735684   0.10411754  0.11395723 -0.26901445 -0.43198186  0.2895917
  0.16980197  0.52220851 -0.61743355  0.3877632  -0.15132654  0.15766352
  0.20167348  0.05903227  0.31970677  0.18125018 -0.15184265  0.02265592
 -0.2042135   0.11806663 -0.13597417 -0.10131752 -0.2932471   0.45258865
  0.03727873  0.10251398  0.08191911  0.30365968  0.3160708   0.11502083
  0.29277471  0.12294111  0.00099389  0.064328    0.61828089  0.16809978
  0.1364408  -0.14269446  0.06973129 -0.26127967]",2024-07-30,2,194,0,1,0
1019,"[-7.58981705e-02  1.99954793e-01  2.35054586e-02  7.63562843e-02
 -7.39948377e-02 -2.02696487e-01  2.74923354e-01  4.61919487e-01
 -2.24152207e-01  2.74174362e-02 -1.02553375e-01 -3.13383818e-01
 -2.65282113e-02  4.41670492e-02 -2.91898046e-02 -3.11487257e-01
  4.90394309e-02 -3.62140447e-01 -3.98763455e-02 -3.88169140e-01
  1.81524068e-01  4.14885208e-02  4.35588397e-02 -5.03636599e-02
 -2.77099431e-01  4.53008013e-03 -2.21042186e-02 -1.31702974e-01
 -2.15663895e-01  2.72142924e-02  1.15968280e-01  4.67134453e-02
  1.22293346e-01 -1.12900779e-01 -8.91670585e-02  3.48387480e-01
  1.26965478e-01 -2.30040058e-01 -1.39102057e-01 -4.87665325e-01
 -5.56143001e-02 -1.73028663e-01 -1.57972172e-01 -2.59183887e-02
  2.59050429e-01 -9.56175923e-02  1.24947615e-01 -1.35379359e-02
 -1.10372286e-02  7.34258816e-02  1.12745777e-01 -1.18323103e-01
 -1.49596348e-01  1.00994244e-01 -1.83044299e-01  7.14418963e-02
  9.74602848e-02 -1.14811279e-01 -1.82793096e-01 -1.12184569e-01
  1.25783026e-01  7.54135028e-02  8.28340426e-02 -1.94960698e-01
 -3.03146422e-01  2.02885985e-01  1.20218813e-01  3.68655443e-01
 -4.37001675e-01  2.67969728e-01 -1.09949097e-01  1.08655974e-01
  1.44535527e-01  4.65280712e-02  2.28522331e-01  1.29892036e-01
 -1.07096203e-01  1.41976597e-02 -1.45343661e-01  8.65327790e-02
 -9.32312235e-02 -6.90159723e-02 -2.09237307e-01  3.19366932e-01
  2.33824383e-02  6.67717382e-02  5.18914275e-02  2.17044845e-01
  2.26399884e-01  8.87225345e-02  2.13584095e-01  9.14045051e-02
 -1.47676954e-04  4.66573611e-02  4.40773785e-01  1.22781001e-01
  9.73586440e-02 -1.02398872e-01  5.01722097e-02 -1.90339908e-01]",2022-09-04,5,47,1,1,0
1020,"[-0.08195509  0.21262479  0.02208333  0.08317256 -0.07632479 -0.21067886
  0.28691712  0.48344675 -0.22866318  0.02864704 -0.11223601 -0.3275151
 -0.02733412  0.04813979 -0.02947138 -0.32296172  0.05155319 -0.37918127
 -0.0473368  -0.41064942  0.19136989  0.04608245  0.04909921 -0.05061346
 -0.29137498  0.01358631 -0.02735173 -0.13593172 -0.22980052  0.02518877
  0.11781473  0.05136726  0.13036963 -0.11161106 -0.0987958   0.35952067
  0.1310188  -0.24712838 -0.14997348 -0.51079792 -0.06262219 -0.17748421
 -0.16789469 -0.02663187  0.27406847 -0.10167622  0.13338968 -0.01561923
 -0.0145832   0.07888712  0.11859426 -0.12286552 -0.16293065  0.10271955
 -0.1956168   0.06604518  0.09611062 -0.12359542 -0.19226423 -0.11281681
  0.13063285  0.07785852  0.08398637 -0.20046924 -0.32192343  0.21798116
  0.12970445  0.39055565 -0.46037543  0.29084343 -0.11458145  0.11665651
  0.14962006  0.04408289  0.2387636   0.13579479 -0.1101521   0.01526438
 -0.14967746  0.08615778 -0.10009671 -0.07763267 -0.2172818   0.33730733
  0.02623466  0.07476207  0.06027963  0.22612885  0.23484114  0.08925363
  0.22052751  0.09229805  0.00281193  0.04639075  0.4644821   0.12692532
  0.10303028 -0.10657042  0.05059916 -0.19236133]",2024-08-09,1,161,0,1,0
1021,"[-0.08186609  0.20608354  0.02243463  0.08577906 -0.07427961 -0.20742276
  0.28390378  0.47688866 -0.22957213  0.03212191 -0.10643537 -0.32442299
 -0.02179306  0.04975194 -0.02712801 -0.31837925  0.05327896 -0.37162676
 -0.04489845 -0.4027968   0.18936808  0.04385366  0.04267589 -0.05191541
 -0.28608656  0.00885042 -0.02570542 -0.13279752 -0.22643597  0.02480675
  0.12173667  0.05037842  0.12830471 -0.11004573 -0.09584753  0.35789639
  0.13383779 -0.24194105 -0.14632069 -0.50298649 -0.06177751 -0.178247
 -0.16689143 -0.02289337  0.26718482 -0.09590334  0.12951361 -0.01219432
 -0.01342865  0.07777137  0.11475115 -0.12166047 -0.16126311  0.10072209
 -0.19315816  0.07018096  0.09693775 -0.12123109 -0.19013722 -0.11333084
  0.12721142  0.07722627  0.08205957 -0.19774725 -0.31863633  0.21448748
  0.12753069  0.38585734 -0.4554601   0.28637841 -0.11360912  0.11425383
  0.14804621  0.04576135  0.23765242  0.13353993 -0.1120159   0.0183309
 -0.14932561  0.08390678 -0.09793569 -0.0745373  -0.21905722  0.33139971
  0.0278948   0.07647114  0.05548961  0.21953167  0.23265366  0.08473537
  0.21779306  0.08981683  0.00281865  0.04785086  0.45667452  0.12554811
  0.10221677 -0.10346217  0.05115664 -0.19598602]",2021-11-08,5,143,1,1,0
1022,"[-7.90903047e-02  2.02536106e-01  1.99309886e-02  8.23755860e-02
 -7.94655606e-02 -2.10115537e-01  2.83523411e-01  4.76235181e-01
 -2.31098890e-01  3.13103348e-02 -1.03056327e-01 -3.23065311e-01
 -2.60668900e-02  4.45401222e-02 -2.93785427e-02 -3.19549918e-01
  5.27517200e-02 -3.74229789e-01 -4.20883857e-02 -3.98101211e-01
  1.87249422e-01  4.31436673e-02  4.47587743e-02 -4.83796634e-02
 -2.83593655e-01  7.01261684e-03 -2.27401517e-02 -1.34759635e-01
 -2.19519719e-01  2.87271794e-02  1.20295405e-01  5.23876995e-02
  1.26451328e-01 -1.12376757e-01 -9.27194953e-02  3.59847426e-01
  1.31289497e-01 -2.36139536e-01 -1.41003594e-01 -5.00416934e-01
 -5.73063046e-02 -1.76669896e-01 -1.61518112e-01 -2.38663256e-02
  2.65711337e-01 -9.86952335e-02  1.29839703e-01 -1.05217611e-02
 -1.51932733e-02  7.54078403e-02  1.10519186e-01 -1.25186637e-01
 -1.51859581e-01  1.07318558e-01 -1.90195054e-01  7.24572241e-02
  9.95796397e-02 -1.16090804e-01 -1.86220393e-01 -1.12866499e-01
  1.32763132e-01  7.74566308e-02  8.49687234e-02 -1.96628943e-01
 -3.14460814e-01  2.04313084e-01  1.24304444e-01  3.82353693e-01
 -4.48839754e-01  2.77498722e-01 -1.10451043e-01  1.10258877e-01
  1.50014967e-01  4.46126349e-02  2.31012046e-01  1.32434174e-01
 -1.11200392e-01  1.10099884e-02 -1.48186430e-01  8.67950991e-02
 -9.22739357e-02 -7.17010573e-02 -2.19013244e-01  3.24149221e-01
  2.05686539e-02  7.03832954e-02  5.43660484e-02  2.20448092e-01
  2.27526665e-01  8.95325691e-02  2.18949512e-01  9.01754797e-02
 -3.80498474e-04  5.03800549e-02  4.52554524e-01  1.23287976e-01
  1.03284895e-01 -1.07204050e-01  5.21284938e-02 -1.93190321e-01]",2023-10-03,5,27,1,1,0
