,User review,Review date,Star review,Text length,Has media,Has answer,Written by bot
342,"[-0.08067815  0.20200503  0.02015648  0.08022515 -0.06752095 -0.19270484
  0.27604812  0.45440266 -0.22271134  0.03551824 -0.10489222 -0.31054446
 -0.02396302  0.04217822 -0.03034477 -0.30573976  0.04963382 -0.35612327
 -0.03933778 -0.38652366  0.18264678  0.03784338  0.0407731  -0.04687998
 -0.28160357  0.00792814 -0.02330362 -0.12636307 -0.22261649  0.02556799
  0.11553034  0.04726828  0.12623043 -0.10765493 -0.09340613  0.34562272
  0.12691076 -0.22735903 -0.14275809 -0.47866508 -0.05877135 -0.1714925
 -0.15865096 -0.02190142  0.26124719 -0.09924642  0.13091607 -0.01448098
 -0.01230644  0.07544518  0.11363017 -0.1170235  -0.1502372   0.09638048
 -0.18450712  0.0641586   0.08721267 -0.1230291  -0.18301865 -0.11972813
  0.12159558  0.07395367  0.07785313 -0.19370252 -0.3028819   0.20026012
  0.12549114  0.37266365 -0.43687147  0.27307656 -0.10727149  0.11119664
  0.14048703  0.04462937  0.22901779  0.13131642 -0.10694125  0.01987316
 -0.13751931  0.08090718 -0.0956372  -0.07565738 -0.20805474  0.31887639
  0.0219863   0.06936205  0.05169497  0.2145597   0.22153494  0.08574474
  0.20808503  0.08551186  0.00377487  0.04106215  0.43804973  0.11153904
  0.09913066 -0.09781206  0.05103842 -0.18562511]",2023-06-13,4,42,0,0,0
343,"[-9.40229371e-02  2.32395500e-01  2.36520581e-02  9.23695341e-02
 -8.11351612e-02 -2.31312692e-01  3.19799900e-01  5.33286035e-01
 -2.52604723e-01  3.47992927e-02 -1.22015454e-01 -3.59748781e-01
 -3.01354732e-02  4.78223041e-02 -3.54221091e-02 -3.55965346e-01
  5.92150912e-02 -4.19213176e-01 -4.92998138e-02 -4.45809513e-01
  2.06812069e-01  4.99258526e-02  5.25108203e-02 -5.53008094e-02
 -3.23077381e-01  1.30523983e-02 -3.01174745e-02 -1.51303679e-01
 -2.57129937e-01  3.13322507e-02  1.32376030e-01  5.40289655e-02
  1.47924900e-01 -1.25472203e-01 -1.09109551e-01  4.03668374e-01
  1.47223264e-01 -2.68513262e-01 -1.68036416e-01 -5.57886839e-01
 -6.77870363e-02 -1.98338225e-01 -1.84158012e-01 -2.94292010e-02
  3.04074377e-01 -1.15754530e-01  1.49570808e-01 -1.81447603e-02
 -1.48571301e-02  8.56254473e-02  1.27715543e-01 -1.38390690e-01
 -1.78886577e-01  1.18152566e-01 -2.16091618e-01  7.64863491e-02
  1.08149648e-01 -1.39435425e-01 -2.11616784e-01 -1.35442376e-01
  1.43071175e-01  8.63033682e-02  9.29920822e-02 -2.22417980e-01
 -3.54031384e-01  2.35650957e-01  1.40825167e-01  4.29274142e-01
 -5.06349146e-01  3.16148967e-01 -1.26594737e-01  1.30443662e-01
  1.65167883e-01  5.27700856e-02  2.62838870e-01  1.51682407e-01
 -1.25811100e-01  2.09526569e-02 -1.67938247e-01  9.61605087e-02
 -1.06763139e-01 -8.43927860e-02 -2.40366906e-01  3.70090723e-01
  2.65584048e-02  7.90359229e-02  6.28480911e-02  2.54115999e-01
  2.53869802e-01  9.59528238e-02  2.40379393e-01  1.01063929e-01
 -2.93739256e-04  5.09925075e-02  5.11524260e-01  1.35481864e-01
  1.17028430e-01 -1.13946557e-01  5.44318706e-02 -2.17622116e-01]",2023-05-19,5,93,1,0,0
344,"[-0.07945112  0.20002247  0.02043025  0.07823907 -0.06728492 -0.19285028
  0.27147153  0.4539248  -0.2184972   0.02912387 -0.10424074 -0.30936083
 -0.02139963  0.03899721 -0.03339017 -0.29992959  0.05120003 -0.35572782
 -0.04022231 -0.38445482  0.18070607  0.03501502  0.03967905 -0.05232837
 -0.2781786   0.00836099 -0.02472319 -0.13079263 -0.21376012  0.02790516
  0.11357484  0.04800617  0.12782316 -0.1049358  -0.09359124  0.34769163
  0.12229493 -0.22304595 -0.14541526 -0.47426739 -0.06031747 -0.16518843
 -0.15085998 -0.02504122  0.25623885 -0.09439775  0.12552923 -0.0118302
 -0.01211828  0.07728402  0.10883567 -0.11685089 -0.15196086  0.09883904
 -0.18268538  0.06092693  0.08946466 -0.11777306 -0.18028194 -0.11321861
  0.12075315  0.0739819   0.07369439 -0.19101018 -0.30366912  0.19467293
  0.12107936  0.36634231 -0.42957434  0.27196252 -0.10383928  0.10992599
  0.14145541  0.04689043  0.22759922  0.12424558 -0.09946275  0.01408462
 -0.1411729   0.0863087  -0.09535889 -0.06879876 -0.20788668  0.3118546
  0.02707067  0.06715598  0.05065883  0.21887137  0.21761815  0.08281722
  0.20478742  0.08741217  0.0012575   0.04564003  0.431656    0.11442874
  0.09481025 -0.09819373  0.05098184 -0.18345024]",2023-05-15,4,51,0,0,0
345,"[-0.1047653   0.262245    0.03004004  0.10735136 -0.09038582 -0.26162475
  0.36053985  0.59619415 -0.28537336  0.03673737 -0.12923357 -0.39814714
 -0.02883299  0.05898855 -0.03627635 -0.40047297  0.06765537 -0.4714416
 -0.05612572 -0.50141549  0.23915654  0.05664396  0.06157064 -0.06535511
 -0.36187041  0.01113079 -0.03070366 -0.16240829 -0.28464594  0.03480632
  0.14680625  0.06143338  0.16090587 -0.13814682 -0.11929045  0.45195663
  0.16527694 -0.30672589 -0.18777743 -0.6270647  -0.0783504  -0.21760052
 -0.20552358 -0.03757598  0.33845985 -0.12501168  0.16108753 -0.0209868
 -0.01509317  0.09986874  0.1436225  -0.15232027 -0.20379284  0.13048004
 -0.24158767  0.08525522  0.12133425 -0.15299982 -0.23774883 -0.145409
  0.16300306  0.09853755  0.10177995 -0.25187775 -0.39699203  0.26359171
  0.15667614  0.48193651 -0.56555814  0.35497728 -0.13813238  0.14382873
  0.18463455  0.05742924  0.29604074  0.16504753 -0.13775107  0.02177791
 -0.18830788  0.10399041 -0.12520784 -0.08840136 -0.26653469  0.41989237
  0.03076767  0.09435931  0.07213583  0.27938437  0.29034877  0.10599919
  0.27187255  0.11109929  0.00090826  0.05396467  0.5737195   0.15312487
  0.12437722 -0.13426745  0.06299425 -0.24068972]",2023-05-06,5,42,1,0,0
346,"[-8.37028697e-02  2.06008345e-01  2.35665347e-02  8.73435363e-02
 -7.31700957e-02 -2.12088540e-01  2.86817700e-01  4.77821141e-01
 -2.34771997e-01  3.32481824e-02 -1.06209189e-01 -3.20980757e-01
 -2.94701457e-02  5.13396487e-02 -3.01746428e-02 -3.18256855e-01
  5.45436703e-02 -3.76234233e-01 -4.64089997e-02 -4.05488491e-01
  1.91137224e-01  4.74038646e-02  5.18540926e-02 -5.50347120e-02
 -2.88273394e-01  7.50593049e-03 -2.45544333e-02 -1.27119943e-01
 -2.30237022e-01  2.83588246e-02  1.19162135e-01  5.14318012e-02
  1.33155882e-01 -1.07921705e-01 -9.65303034e-02  3.62081319e-01
  1.31151482e-01 -2.43352592e-01 -1.50962412e-01 -5.05898416e-01
 -6.64268583e-02 -1.76441863e-01 -1.66845471e-01 -2.34366618e-02
  2.69738674e-01 -9.66236442e-02  1.31085292e-01 -1.84336491e-02
 -9.74665862e-03  7.96434581e-02  1.11364186e-01 -1.20477311e-01
 -1.62148967e-01  1.09096050e-01 -1.90233395e-01  6.75597340e-02
  9.80259851e-02 -1.25166044e-01 -1.93856224e-01 -1.12812437e-01
  1.28189877e-01  7.62188435e-02  8.25795308e-02 -2.00089052e-01
 -3.21165383e-01  2.13599637e-01  1.24694325e-01  3.88434768e-01
 -4.56654936e-01  2.84024179e-01 -1.12550281e-01  1.12903096e-01
  1.43992707e-01  4.58942987e-02  2.35480621e-01  1.32159501e-01
 -1.05316006e-01  1.40513135e-02 -1.47562593e-01  8.66642967e-02
 -9.41207409e-02 -7.34510943e-02 -2.14498401e-01  3.32327187e-01
  2.46335324e-02  7.46288449e-02  5.41492812e-02  2.26946875e-01
  2.30575860e-01  9.02314633e-02  2.15806708e-01  9.12698135e-02
  5.39092434e-05  4.73442413e-02  4.57018793e-01  1.25562951e-01
  9.95502099e-02 -1.04623772e-01  4.91401739e-02 -1.87658027e-01]",2023-05-01,5,34,0,0,0
347,"[-0.08512732  0.21525034  0.02825385  0.08924603 -0.0768884  -0.21136586
  0.29460961  0.49278963 -0.24124703  0.03530274 -0.11120511 -0.33295131
 -0.02511198  0.04863273 -0.03364487 -0.3300994   0.05601338 -0.38442475
 -0.04828392 -0.41892877  0.19969729  0.04687272  0.04734846 -0.05398186
 -0.29674244  0.00961119 -0.0289518  -0.13245104 -0.23902684  0.02972275
  0.12037741  0.05197237  0.1358722  -0.11206634 -0.10377754  0.36999229
  0.13532054 -0.2515325  -0.14809158 -0.51973504 -0.0635683  -0.18343551
 -0.17237698 -0.02605146  0.27586257 -0.10015746  0.13581669 -0.01670406
 -0.01564799  0.08542163  0.11765894 -0.12680532 -0.16566139  0.10649268
 -0.19831347  0.07319441  0.09806308 -0.13355482 -0.20113392 -0.12236013
  0.12827739  0.08336484  0.08390632 -0.21061036 -0.32606339  0.21662305
  0.13195348  0.39563462 -0.46891487  0.29013118 -0.1157424   0.12193524
  0.15296566  0.04198066  0.24450509  0.13900648 -0.11450662  0.01707228
 -0.15330333  0.0869276  -0.09938205 -0.0771185  -0.22043687  0.34539905
  0.02387997  0.08109679  0.05498585  0.22702035  0.23942778  0.09135042
  0.22727664  0.0906656   0.00479849  0.0430138   0.47283638  0.12290028
  0.09810813 -0.11167353  0.05479315 -0.1998331 ]",2023-04-20,5,50,0,0,0
348,"[-0.07681362  0.17564321  0.01301355  0.07971368 -0.05559568 -0.17047605
  0.2498714   0.40522459 -0.20398287  0.03430473 -0.09677043 -0.26798144
 -0.01575246  0.03791    -0.03343851 -0.2726565   0.05108203 -0.32693309
 -0.03344696 -0.34919015  0.16818771  0.03483228  0.04645551 -0.04981646
 -0.25443715 -0.00092529 -0.02601433 -0.11008099 -0.19518536  0.03107989
  0.10457294  0.04633093  0.11272518 -0.08508178 -0.08363983  0.31318843
  0.10243529 -0.20422645 -0.12594633 -0.42748019 -0.04546186 -0.15352479
 -0.14270797 -0.02236993  0.2285935  -0.08822586  0.11757231 -0.01980245
 -0.00531093  0.06595904  0.10051455 -0.10194823 -0.13692801  0.09244191
 -0.16733997  0.0640124   0.08185118 -0.10862121 -0.17093642 -0.10873941
  0.10970899  0.06197592  0.06885304 -0.1742225  -0.27962467  0.17845654
  0.11364415  0.32405937 -0.39136237  0.24524477 -0.09715744  0.09286167
  0.12383875  0.03850787  0.19809884  0.1042401  -0.08743418  0.01770684
 -0.12918004  0.0797592  -0.08121708 -0.05591372 -0.18566109  0.29181218
  0.02082208  0.05845999  0.04227053  0.19979937  0.19774304  0.07608391
  0.19247887  0.07023846 -0.00166727  0.03185722  0.38107219  0.0952696
  0.08943435 -0.08726871  0.04884201 -0.16305323]",2023-03-21,5,26,0,0,0
349,"[-0.04693263  0.12315686  0.01389533  0.05267811 -0.03775644 -0.12546721
  0.17183222  0.28211236 -0.13505951  0.01789277 -0.06886945 -0.18620561
 -0.00900378  0.03008263 -0.02054854 -0.18976675  0.03671002 -0.22275715
 -0.02738525 -0.2370325   0.11704539  0.02523299  0.02902996 -0.02875428
 -0.17061539  0.00575973 -0.01329612 -0.07854223 -0.13509044  0.01880113
  0.07463531  0.02673043  0.07831014 -0.0634884  -0.05660921  0.21393287
  0.07447033 -0.14432167 -0.08885445 -0.29973286 -0.03885852 -0.10818756
 -0.096405   -0.01470292  0.16141754 -0.05883084  0.07578253 -0.01089849
 -0.00459453  0.04957191  0.06992746 -0.0742293  -0.09850892  0.06729101
 -0.11499938  0.03829348  0.05444488 -0.07647161 -0.11252876 -0.07265335
  0.07544702  0.04517541  0.05093767 -0.11782958 -0.19032638  0.12864581
  0.08007874  0.2258271  -0.27098572  0.16588932 -0.06957918  0.06939632
  0.09052953  0.02932281  0.13590759  0.07235137 -0.06153063  0.01124454
 -0.08994891  0.05439794 -0.05717079 -0.04501053 -0.13090494  0.20035167
  0.01600826  0.04703122  0.03213896  0.1356115   0.13606398  0.05378443
  0.12640531  0.0534292  -0.00136596  0.02826156  0.27020431  0.07112723
  0.06273242 -0.06480074  0.03775308 -0.11012565]",2023-03-18,5,54,0,0,0
350,"[-0.06817791  0.15259801  0.01448559  0.06705297 -0.05367336 -0.14901572
  0.21875224  0.35768813 -0.17265987  0.02831144 -0.08691064 -0.23369616
 -0.01405407  0.03159707 -0.02746486 -0.2376731   0.04567298 -0.2806077
 -0.02647324 -0.30553403  0.14186433  0.02710429  0.03589182 -0.04346772
 -0.22215861  0.00067653 -0.02358174 -0.10088012 -0.17356369  0.02364086
  0.08607546  0.04006495  0.10223456 -0.07890958 -0.06852362  0.27045685
  0.08881052 -0.18031718 -0.11543056 -0.37373316 -0.03757299 -0.13860482
 -0.12091882 -0.01637395  0.2008518  -0.07992408  0.1010429  -0.01061224
 -0.01247334  0.05778795  0.08348157 -0.08980548 -0.12055431  0.08499853
 -0.14769262  0.0585271   0.07532012 -0.09460481 -0.14147036 -0.09470683
  0.09554468  0.05748932  0.0633284  -0.15575865 -0.2441144   0.15256006
  0.09683233  0.28306678 -0.34353071  0.21336532 -0.0828701   0.08538444
  0.10927388  0.02967072  0.17405352  0.09906847 -0.08243113  0.01351385
 -0.11553185  0.06465035 -0.07286575 -0.04831566 -0.15776445  0.25524893
  0.01406025  0.05764692  0.03638732  0.1766319   0.17462626  0.06929978
  0.1618481   0.06251127 -0.00566628  0.0360489   0.33231571  0.09000534
  0.0734425  -0.07437968  0.04108278 -0.14532414]",2023-03-13,1,35,0,0,0
351,"[-0.04972041  0.12324783  0.01537133  0.04879122 -0.03898039 -0.12290957
  0.17504263  0.29074702 -0.14409149  0.01763614 -0.06522825 -0.19504966
 -0.01862842  0.02278257 -0.02106522 -0.19261794  0.03355465 -0.22818181
 -0.0236574  -0.24717192  0.11523235  0.02712479  0.0329842  -0.0293391
 -0.17464277  0.00624222 -0.01166701 -0.08401319 -0.13998145  0.01416879
  0.07174894  0.02806836  0.08037235 -0.06685235 -0.0585517   0.22032334
  0.07496399 -0.14777258 -0.08851501 -0.30604509 -0.03618728 -0.11037587
 -0.10158202 -0.01347755  0.16154955 -0.06008191  0.07506809 -0.01014849
 -0.00458569  0.04827138  0.06928346 -0.0796713  -0.09587286  0.06489108
 -0.11644873  0.04600612  0.05797431 -0.07488523 -0.11423491 -0.06849416
  0.07851598  0.04486741  0.04737156 -0.12074383 -0.19120695  0.12686707
  0.08366173  0.23447558 -0.27485162  0.17223565 -0.07016845  0.06994268
  0.09048752  0.030179    0.13970482  0.07950383 -0.06890554  0.0112297
 -0.09069054  0.05438104 -0.05987616 -0.04467231 -0.13385823  0.20322277
  0.01873278  0.04785554  0.02947588  0.13816541  0.14112377  0.05396037
  0.13646872  0.05535648 -0.0016386   0.0226165   0.2761839   0.07634997
  0.06586252 -0.06476133  0.028704   -0.12151366]",2023-03-02,3,44,0,0,0
352,"[-0.07744578  0.20156701  0.02258237  0.08132935 -0.06628925 -0.18767117
  0.27131781  0.44035658 -0.20883012  0.03382892 -0.09383478 -0.30390033
 -0.01639434  0.03782025 -0.02434935 -0.29479471  0.04741657 -0.34715843
 -0.04369701 -0.36865506  0.17064446  0.04448946  0.03885606 -0.04991442
 -0.26723266  0.00872669 -0.02591182 -0.12706837 -0.21102236  0.01851047
  0.11025872  0.04728461  0.12373513 -0.09981028 -0.08839092  0.3368032
  0.12176621 -0.21761839 -0.13729151 -0.46292424 -0.06315227 -0.16039146
 -0.15142174 -0.02599367  0.24855399 -0.09561667  0.12342381 -0.01210138
 -0.01257467  0.07359645  0.10806321 -0.11457949 -0.14702292  0.09561447
 -0.17743616  0.05787465  0.09133291 -0.11283326 -0.17001981 -0.11121213
  0.11443875  0.07006695  0.0786818  -0.1878847  -0.29627144  0.1908422
  0.11407704  0.35700843 -0.41994941  0.26105478 -0.10738798  0.10530332
  0.13858265  0.0454556   0.21530803  0.12606002 -0.10441189  0.00983746
 -0.13616167  0.08227278 -0.09392208 -0.07616992 -0.19842099  0.30378112
  0.0275648   0.06906729  0.04924226  0.20304202  0.21156545  0.08544534
  0.19468315  0.08170895  0.0056391   0.04765392  0.42883003  0.11641427
  0.09451666 -0.09044953  0.04698626 -0.18280303]",2023-02-07,2,37,0,0,0
353,"[-0.07229868  0.19449055  0.02482121  0.08224587 -0.06914193 -0.1906921
  0.26420468  0.43835497 -0.2102619   0.02536028 -0.09585707 -0.29760706
 -0.02570888  0.04363813 -0.03041675 -0.29550272  0.0492704  -0.34136608
 -0.04074351 -0.37152022  0.17725702  0.04239509  0.03620286 -0.04485879
 -0.26039383  0.01172746 -0.02320931 -0.12328595 -0.20961173  0.01908517
  0.10658915  0.04626404  0.11631656 -0.1068568  -0.09094559  0.3290455
  0.12729016 -0.22153957 -0.13983396 -0.46368003 -0.05716116 -0.1617748
 -0.15378322 -0.02779784  0.24735098 -0.09366892  0.11991809 -0.00884313
 -0.01317747  0.07169726  0.10603216 -0.11160336 -0.15428679  0.09767711
 -0.17771819  0.06281125  0.08797675 -0.11348996 -0.17132278 -0.10597523
  0.1184566   0.0682862   0.07377015 -0.18515579 -0.28966695  0.18872762
  0.11474539  0.35357296 -0.41506094  0.25867733 -0.10159826  0.11074682
  0.13524447  0.04129059  0.2178317   0.12734281 -0.10363064  0.0149312
 -0.13683531  0.07937808 -0.09344363 -0.06685738 -0.19483843  0.30717266
  0.02349884  0.06889632  0.05444898  0.20712724  0.21357946  0.08146522
  0.19496894  0.08603058  0.0021411   0.04574965  0.42414743  0.1196903
  0.09445938 -0.0932563   0.04712418 -0.17593119]",2023-02-06,5,34,0,0,0
354,"[-0.08729058  0.23308395  0.02488131  0.09089179 -0.07794107 -0.22862485
  0.31797999  0.52220744 -0.24811438  0.03563923 -0.11197762 -0.3562592
 -0.02686079  0.04617925 -0.03183082 -0.3489961   0.06021107 -0.40922046
 -0.04913913 -0.4401257   0.20561936  0.05071681  0.05079488 -0.05788635
 -0.31679866  0.01134717 -0.02797794 -0.15124927 -0.24657373  0.02439667
  0.13295861  0.05643687  0.14390419 -0.11982916 -0.10607881  0.39537451
  0.14437827 -0.26400402 -0.16278349 -0.55394727 -0.0660661  -0.19337794
 -0.17713024 -0.03277772  0.29595894 -0.10795945  0.13973713 -0.01597473
 -0.01666906  0.08527224  0.12784886 -0.13548353 -0.17554541  0.11386133
 -0.216001    0.07208153  0.10751947 -0.13541241 -0.20607652 -0.12790778
  0.14010556  0.08408404  0.09223459 -0.2192924  -0.34718564  0.23404148
  0.13557623  0.42089829 -0.50048828  0.30928117 -0.1293633   0.12672254
  0.16249621  0.05277827  0.25815061  0.14597508 -0.12090313  0.01708805
 -0.16359149  0.09432011 -0.10900066 -0.08640885 -0.23955607  0.36414203
  0.02828593  0.08234961  0.06505168  0.24125893  0.25189903  0.09543051
  0.23629363  0.09842883  0.00093434  0.0541031   0.50412905  0.1341904
  0.11344552 -0.11284212  0.05253727 -0.21295096]",2023-02-02,3,69,0,0,0
355,"[-0.06540611  0.15523346  0.01773968  0.05983013 -0.05123046 -0.15320547
  0.21604069  0.35350969 -0.17829794  0.02556541 -0.08306324 -0.23861577
 -0.01553742  0.03038083 -0.02411724 -0.24128634  0.04000888 -0.28235146
 -0.02887922 -0.303633    0.14226006  0.03162064  0.02834277 -0.04210063
 -0.21772657  0.00558275 -0.02004614 -0.09948626 -0.17374861  0.02404933
  0.09404564  0.03703548  0.09778257 -0.07942414 -0.07626034  0.2683315
  0.09575943 -0.18056972 -0.1077828  -0.37370765 -0.04621828 -0.13234247
 -0.12173444 -0.01916726  0.20135136 -0.07336564  0.10063136 -0.01094276
 -0.015083    0.06262355  0.09270372 -0.09642199 -0.11770779  0.07634193
 -0.14726761  0.05170132  0.06609581 -0.09270993 -0.14534508 -0.08942357
  0.09509176  0.0571651   0.0617577  -0.15491617 -0.2376312   0.15705115
  0.10061262  0.28801957 -0.33720076  0.21135442 -0.08649918  0.08362749
  0.10963806  0.03155109  0.17367701  0.10150024 -0.08174616  0.01878517
 -0.10887205  0.06155225 -0.07133013 -0.0536382  -0.16628134  0.2521199
  0.01926352  0.05803771  0.04002239  0.16530775  0.1746491   0.06810356
  0.16097809  0.06666271  0.00094111  0.03089829  0.33699524  0.08802872
  0.0769332  -0.08088867  0.04208615 -0.14815308]",2023-01-27,5,36,0,0,0
356,"[-0.07183722  0.17950381  0.02119464  0.07423278 -0.06054756 -0.17859912
  0.24313016  0.40690279 -0.2004853   0.02569762 -0.0903104  -0.2722919
 -0.02126656  0.03954101 -0.02822443 -0.27379662  0.04498419 -0.31821749
 -0.03830804 -0.34777543  0.16415818  0.03953247  0.03466574 -0.04475309
 -0.24141335  0.00741662 -0.02188731 -0.11379831 -0.1964374   0.02325745
  0.09954301  0.04464031  0.10884105 -0.09421217 -0.08190979  0.30496606
  0.11375942 -0.20699853 -0.12512963 -0.42800653 -0.05298026 -0.15129821
 -0.14084721 -0.02560102  0.22710621 -0.08210403  0.11157503 -0.01034858
 -0.01295311  0.06853456  0.10095793 -0.10678842 -0.1388218   0.0875631
 -0.16386122  0.06025012  0.07708407 -0.10363392 -0.16364014 -0.09687468
  0.10982421  0.06590118  0.07020103 -0.17605591 -0.27068323  0.17712909
  0.11221138  0.32819793 -0.38658604  0.24177463 -0.09682751  0.09734354
  0.12327069  0.03373373  0.20058836  0.11507618 -0.09361753  0.01679848
 -0.1276844   0.07196548 -0.08331637 -0.06201993 -0.18322539  0.28771001
  0.01895414  0.06529273  0.0461491   0.18956108  0.19866051  0.07595681
  0.18280764  0.07708429  0.00064998  0.03636107  0.38909033  0.10635414
  0.08618668 -0.09159366  0.04476636 -0.16412616]",2023-01-25,4,75,0,0,0
357,"[-0.06717398  0.16880868  0.02091315  0.07278901 -0.06457029 -0.16743672
  0.23147778  0.38377166 -0.18514036  0.02748516 -0.08409809 -0.25972846
 -0.0189689   0.0362404  -0.02519819 -0.26050133  0.04546318 -0.30397204
 -0.03317524 -0.32449529  0.15424864  0.03544429  0.03823991 -0.04349894
 -0.23079301  0.01008485 -0.02312166 -0.10548089 -0.18360172  0.02466646
  0.09671293  0.04090628  0.1067509  -0.08626234 -0.07433074  0.28845614
  0.10343838 -0.19680956 -0.12032066 -0.40968224 -0.04876862 -0.140388
 -0.13215204 -0.01983474  0.21566594 -0.08054896  0.10773007 -0.01117934
 -0.01480044  0.06369434  0.09562267 -0.09634118 -0.12967792  0.08784673
 -0.15646836  0.05253845  0.08025006 -0.09946401 -0.1550802  -0.09157825
  0.10152917  0.06420527  0.0638095  -0.15744494 -0.25746006  0.17009024
  0.10315692  0.31393355 -0.36572486  0.2319679  -0.08897901  0.09353512
  0.11748189  0.03193311  0.19077758  0.10421892 -0.08669306  0.0100892
 -0.11830056  0.06899938 -0.08161663 -0.06323902 -0.17069399  0.27111387
  0.01799926  0.0616675   0.04737335  0.18159358  0.18455617  0.07136858
  0.17838417  0.06766512 -0.00355955  0.03606708  0.36718974  0.09872913
  0.0798739  -0.0849011   0.04028556 -0.15407023]",2023-01-18,2,66,0,0,0
358,"[-0.0878932   0.22248092  0.02710765  0.09922197 -0.07820506 -0.22154178
  0.31254849  0.51285487 -0.25430119  0.03319136 -0.11959398 -0.34684044
 -0.0220883   0.04801116 -0.03591664 -0.34411091  0.06231642 -0.40942276
 -0.04892925 -0.44246644  0.20720974  0.05089137  0.05335857 -0.06335878
 -0.31914115  0.00998173 -0.03233064 -0.1397658  -0.25054687  0.03603293
  0.12725241  0.05699799  0.1411714  -0.11813186 -0.10704549  0.39149204
  0.13479173 -0.26182804 -0.16396654 -0.54161859 -0.05828886 -0.19407371
 -0.18047249 -0.02679943  0.29517871 -0.11228083  0.140815   -0.02192451
 -0.00689736  0.08378185  0.12163459 -0.13248453 -0.1681377   0.11163953
 -0.21231839  0.08236199  0.09946393 -0.13303122 -0.20994507 -0.12614663
  0.14333786  0.081365    0.08674374 -0.21251757 -0.34704751  0.23116541
  0.13416319  0.41830117 -0.49291462  0.30663472 -0.12168786  0.12194316
  0.16056514  0.04680889  0.25136644  0.1408976  -0.11168411  0.01670916
 -0.16075301  0.09195886 -0.10871514 -0.07780973 -0.2394174   0.36592668
  0.02729866  0.07744949  0.06070094  0.25160751  0.25585476  0.09449898
  0.23963964  0.09247042 -0.00500467  0.05002189  0.48793286  0.12907273
  0.10986644 -0.11464097  0.05856849 -0.20987234]",2023-01-13,5,27,0,0,0
359,"[-0.09491151  0.24051256  0.02765201  0.1002667  -0.08543144 -0.24072216
  0.33012947  0.5499959  -0.26308027  0.03364426 -0.12321744 -0.37342611
 -0.02919366  0.05216557 -0.03562308 -0.36690623  0.06240748 -0.43527332
 -0.05293307 -0.46171641  0.21417587  0.05475635  0.0532492  -0.05942029
 -0.33058262  0.01319252 -0.03272701 -0.15517828 -0.26439041  0.03071257
  0.13811742  0.0548058   0.15203819 -0.12912427 -0.11406871  0.41540614
  0.15149856 -0.27786216 -0.17102435 -0.57923234 -0.0717807  -0.2034023
 -0.19120571 -0.03210691  0.31209415 -0.11696049  0.15017459 -0.01712094
 -0.01619411  0.0904529   0.13154581 -0.14099696 -0.18545102  0.12077712
 -0.22162524  0.07907332  0.11179825 -0.14269498 -0.21875404 -0.13520278
  0.14591722  0.0899239   0.09590498 -0.22817028 -0.36669722  0.24421093
  0.14290564  0.44308043 -0.52288568  0.32641193 -0.12961231  0.13540153
  0.17045295  0.05047562  0.27125564  0.15271239 -0.12870757  0.01810547
 -0.17204706  0.0980681  -0.11218704 -0.08815736 -0.24709456  0.38405654
  0.02959214  0.08370228  0.06508712  0.25927269  0.26699004  0.10189315
  0.24834439  0.10392735  0.0006544   0.05360049  0.5276376   0.1431372
  0.1168239  -0.11887149  0.05761043 -0.22368683]",2022-12-21,5,156,0,0,0
360,"[-0.08981107  0.23121276  0.02187227  0.0937142  -0.08172005 -0.23156591
  0.31554711  0.52879983 -0.24903587  0.03584142 -0.11156204 -0.35377857
 -0.02521927  0.05047911 -0.0339789  -0.35424355  0.06412969 -0.41832092
 -0.05458032 -0.43885112  0.20913427  0.05248822  0.04757572 -0.05245381
 -0.31837893  0.007017   -0.02580373 -0.1435785  -0.24733177  0.02884683
  0.13669232  0.05958337  0.13897546 -0.12033984 -0.10127103  0.39636222
  0.14696914 -0.26525819 -0.16248882 -0.54853195 -0.06543886 -0.19356614
 -0.17886885 -0.03007919  0.29652292 -0.10793833  0.14700423 -0.01348054
 -0.01424891  0.08477676  0.12549227 -0.13674319 -0.17276883  0.11021799
 -0.21300501  0.07428667  0.10706619 -0.12784003 -0.20425069 -0.12324643
  0.14271373  0.08526433  0.0951957  -0.2225787  -0.34922373  0.22865629
  0.13647293  0.42496055 -0.4963415   0.30763176 -0.12768921  0.12056332
  0.15946913  0.05028795  0.25698313  0.14867738 -0.12397659  0.01819905
 -0.16504404  0.09578953 -0.10995644 -0.08175254 -0.24128065  0.36562294
  0.02641813  0.08216844  0.06444389  0.24244827  0.25507972  0.09434154
  0.23477018  0.09652648  0.0041578   0.05635862  0.50411606  0.13600741
  0.112438   -0.1153717   0.05467488 -0.21527764]",2023-01-10,2,43,1,0,0
